recipe_id,title,description,protein_grams,calories,carbs,fat,fiber,sugar,diet_tags,meal_type,site_name,site_domain,prep_time,prep_time_minutes,cook_time_minutes,total_time_minutes,difficulty,servings,canonical_url,image_url,intent_class
proteinpancakes-co-german-chocolate-protein-pancakes,German Chocolate Protein Pancakes,"These decadent and delicious pancakes, inspired by the classic German chocolate cake, are a true treat for both your taste buds and your fitness goals. Packed with approximately 28 grams of high-quality protein per serving, they provide the perfect fuel for post-workout recovery or a satisfying s...",28,350,28,18,7,15,german-chocolate;coconut;pecan;dessert;Pancakes,breakfast,ProteinPancakes,proteinpancakes.co,PT10M,10,15,25,Medium,4 pancakes,https://proteinpancakes.co/german-chocolate-protein-pancakes.html,https://proteinpancakes.co/recipe_images/german-chocolate-protein-pancakes.jpg,quick-snack
proteinpancakes-co-churro-protein-waffles,Churro Protein Waffles,"Crispy on the outside, fluffy on the inside, and coated in cinnamon-sugar, these protein waffles taste just like a classic churro, but with a nutritious twist. Packed with 25 grams of protein per serving, they provide the perfect fuel for post-workout recovery or a satisfying breakfast that keeps...",25,300,30,12,4,12,churro;cinnamon;dessert;Waffles,breakfast,ProteinPancakes,proteinpancakes.co,PT10M,10,15,25,Easy,4 waffles,https://proteinpancakes.co/churro-protein-waffles.html,https://proteinpancakes.co/recipe_images/churro-protein-waffles.jpg,quick-snack
proteinpancakes-co-berries-and-cream-protein-crepes,Berries and Cream Protein Crepes,"Delicate crepes filled with a sweet cream filling and topped with a medley of fresh berries. A light and elegant high-protein breakfast. Packed with 22 grams of protein per serving, these crepes provide the perfect balance of macronutrients to fuel your day and support muscle recovery. The tender...",22,250,20,12,4,12,berries;cream;crepes;summer;Crepes,breakfast,ProteinPancakes,proteinpancakes.co,PT10M,10,15,25,Medium,6 crepes,https://proteinpancakes.co/berries-and-cream-protein-crepes.html,https://proteinpancakes.co/recipe_images/berries-and-cream-protein-crepes.jpg,quick-snack
proteinpancakes-co-samoa-inspired-protein-pancakes,Samoa-Inspired Protein Pancakes,"Indulge in these Samoa-inspired protein pancakes, a delicious tribute to the beloved Girl Scout cookie, packed with 27 grams of muscle-building protein per serving to fuel your day. The tender, fluffy pancakes boast a rich chocolate flavor, perfectly complemented by a luscious caramel drizzle, to...",27,340,30,16,6,16,samoa-cookie;chocolate;coconut;caramel;Pancakes,breakfast,ProteinPancakes,proteinpancakes.co,PT10M,10,10,20,Medium,4 pancakes,https://proteinpancakes.co/samoa-inspired-protein-pancakes.html,https://proteinpancakes.co/recipe_images/samoa-inspired-protein-pancakes.jpg,quick-snack
proteinpancakes-co-birthday-cake-protein-waffles,Birthday Cake Protein Waffles,"Celebrate any day with these fun and festive birthday cake protein waffles, complete with sprinkles and a sweet glaze. Packed with 26 grams of high-quality protein per serving, these waffles are perfect for supporting muscle recovery and keeping you energized throughout your busy day. The tender,...",26,290,28,12,3,14,birthday-cake;sprinkles;celebration;Waffles,breakfast,ProteinPancakes,proteinpancakes.co,PT10M,10,15,25,Easy,4 waffles,https://proteinpancakes.co/birthday-cake-protein-waffles.html,https://proteinpancakes.co/recipe_images/birthday-cake-protein-waffles.jpg,quick-snack
proteinpancakes-co-gluten-free-buckwheat-protein-pancakes,Gluten-Free Buckwheat Protein Pancakes,"These hearty, nutty-flavored pancakes made with naturally gluten-free buckwheat flour offer a robust and satisfying breakfast option packed with 22 grams of protein per serving, making them perfect for fueling your day or post-workout recovery. The rich, earthy taste of buckwheat gives each bite ...",22,195,20,6,4,5,gluten-free;buckwheat;hearty;nutty;Pancakes,breakfast,ProteinPancakes,proteinpancakes.co,PT5M,5,10,15,Easy,4 pancakes,https://proteinpancakes.co/gluten-free-buckwheat-protein-pancakes.html,https://proteinpancakes.co/recipe_images/gluten-free-buckwheat-protein-pancakes.jpg,gluten-free
proteinpancakes-co-dairy-free-banana-oat-protein-pancakes,Dairy-Free Banana Oat Protein Pancakes,"These fluffy, naturally sweetened pancakes are a nourishing treat that packs an impressive 18 grams of plant-based protein per serving, making them an ideal choice for fueling your day or fueling your recovery after a workout. Crafted with ripe bananas, hearty oats, and a boost of vegan protein, ...",18,185,24,5,4,8,dairy-free;banana;oat;vegan;Pancakes,breakfast,ProteinPancakes,proteinpancakes.co,PT5M,5,10,15,Easy,4 pancakes,https://proteinpancakes.co/dairy-free-banana-oat-protein-pancakes.html,https://proteinpancakes.co/recipe_images/dairy-free-banana-oat-protein-pancakes.jpg,vegan
proteinpancakes-co-gluten-free-buckwheat-protein-pancakes,Gluten-Free Buckwheat Protein Pancakes,"These hearty, nutty-flavored pancakes made with naturally gluten-free buckwheat flour offer a robust and satisfying breakfast option packed with 22 grams of protein per serving, making them perfect for fueling your day or post-workout recovery. The rich, earthy taste of buckwheat gives each bite ...",22,195,20,6,4,5,gluten-free;buckwheat;hearty;nutty;Pancakes,breakfast,ProteinPancakes,proteinpancakes.co,PT5M,5,10,15,Easy,4 pancakes,https://proteinpancakes.co/gluten-free-buckwheat-protein-pancakes.html,https://proteinpancakes.co/recipe_images/gluten-free-buckwheat-protein-pancakes.jpg,gluten-free
proteinpancakes-co-dairy-free-banana-oat-protein-pancakes,Dairy-Free Banana Oat Protein Pancakes,"These fluffy, naturally sweetened pancakes are a nourishing treat that packs an impressive 18 grams of plant-based protein per serving, making them an ideal choice for fueling your day or fueling your recovery after a workout. Crafted with ripe bananas, hearty oats, and a boost of vegan protein, ...",18,185,24,5,4,8,dairy-free;banana;oat;vegan;Pancakes,breakfast,ProteinPancakes,proteinpancakes.co,PT5M,5,10,15,Easy,4 pancakes,https://proteinpancakes.co/dairy-free-banana-oat-protein-pancakes.html,https://proteinpancakes.co/recipe_images/dairy-free-banana-oat-protein-pancakes.jpg,vegan
proteinbrownies-co-classic-protein-brownies-recipe,Classic Protein Brownies Recipe,"These high-protein brownies are the perfect guilt-free indulgence, boasting an impressive 20g of muscle-repairing protein per serving to fuel your active lifestyle. Rich and fudgy, they offer a satisfying combination of moist, melt-in-your-mouth texture with a deep chocolate flavor that hits all ...",20,170,15,7,3,6,classic;high-protein;easy;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT10M,10,25,35,Easy,12 servings,https://proteinbrownies.co/classic-protein-brownies-recipe.html,https://proteinbrownies.co/recipe_images/classic-protein-brownies-recipe.jpg,quick-snack
proteinbrownies-co-high-protein-brownies,High Protein Brownies,"These high-protein brownies pack a whopping 25g of protein per serving, perfect for a post-workout treat that helps support muscle recovery and keeps you energized throughout the day. Crafted with nourishing ingredients, these fudgy delights deliver a rich, chocolatey flavor with a satisfyingly d...",25,190,12,9,4,5,high-protein;post-workout;fudgy;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT15M,15,30,45,Medium,12 servings,https://proteinbrownies.co/high-protein-brownies.html,https://proteinbrownies.co/recipe_images/high-protein-brownies.jpg,quick-snack
proteinbrownies-co-protein-powder-brownies,Protein Powder Brownies,"This simple and delicious brownie recipe puts protein powder front and center, delivering an impressive 18 grams of protein per serving to fuel your day and support muscle recovery. With its rich, fudgy texture and a hint of chocolatey sweetness, these brownies are a satisfying treat that satisfy...",18,160,16,6,2,7,protein-powder;simple;quick;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT10M,10,22,32,Easy,12 servings,https://proteinbrownies.co/protein-powder-brownies.html,https://proteinbrownies.co/recipe_images/protein-powder-brownies.jpg,quick-snack
proteinbrownies-co-cottage-cheese-protein-brownies,Cottage Cheese Protein Brownies,"Creamy, moist, and packed with 22g of protein per serving, these cottage cheese brownies are a game-changer for anyone looking to satisfy their sweet tooth while fueling their body. The rich, velvety texture melts in your mouth, offering a perfect balance of chocolatey decadence and wholesome goo...",22,180,14,8,3,6,cottage-cheese;creamy;moist;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT15M,15,28,43,Easy,12 servings,https://proteinbrownies.co/cottage-cheese-protein-brownies.html,https://proteinbrownies.co/recipe_images/cottage-cheese-protein-brownies.jpg,quick-snack
proteinbrownies-co-healthy-protein-brownies,Healthy Protein Brownies,"Indulge in these guilt-free brownies that pack a punch with 15 grams of high-quality protein per serving, making them the perfect treat to support your active lifestyle. Crafted with wholesome ingredients, they offer a satisfying combination of rich, fudgy texture and a subtly nutty flavor that m...",15,150,18,5,4,8,healthy;low-fat;wholesome;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT10M,10,25,35,Easy,12 servings,https://proteinbrownies.co/healthy-protein-brownies.html,https://proteinbrownies.co/recipe_images/healthy-protein-brownies.jpg,quick-snack
proteinbrownies-co-whey-protein-brownies-recipe,Whey Protein Brownies Recipe,"These rich, fudgy brownies are a delicious way to boost your protein intake while satisfying your sweet tooth. Packed with 19 grams of high-quality whey protein per serving, they provide a satisfying balance of macronutrients ideal for supporting muscle recovery and keeping you energized througho...",19,165,15,7,3,6,whey-protein;classic;easy;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT10M,10,25,35,Easy,12 servings,https://proteinbrownies.co/whey-protein-brownies-recipe.html,https://proteinbrownies.co/recipe_images/whey-protein-brownies-recipe.jpg,quick-snack
proteinbrownies-co-sweet-potato-protein-brownies,Sweet Potato Protein Brownies,"Moist, fudgy, and secretly healthy protein brownies made with sweet potato, these treats pack a powerful nutritional punch with 16 grams of protein per serving, making them perfect for fueling your active lifestyle. The smooth, velvety texture melts in your mouth with every bite, offering a rich ...",16,155,19,5,5,9,sweet-potato;healthy;fudgy;veggie-based;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT15M,15,30,45,Easy,12 servings,https://proteinbrownies.co/sweet-potato-protein-brownies.html,https://proteinbrownies.co/recipe_images/sweet-potato-protein-brownies.jpg,quick-snack
proteinbrownies-co-chocolate-protein-brownies,Chocolate Protein Brownies,"Indulge in these intensely chocolatey protein brownies, crafted for the ultimate chocolate lover seeking a nutritious treat. With 21 grams of high-quality protein per serving, these brownies are perfect for supporting muscle recovery post-workout or satisfying sweet cravings without derailing you...",21,185,13,9,4,5,chocolate;rich;decadent;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT10M,10,25,35,Easy,12 servings,https://proteinbrownies.co/chocolate-protein-brownies.html,https://proteinbrownies.co/recipe_images/chocolate-protein-brownies.jpg,quick-snack
proteinbrownies-co-black-bean-protein-brownies,Black Bean Protein Brownies,"You won't believe these fudgy, decadent brownies are made with black beans! Packed with 17 grams of protein per serving, they provide a satisfying boost to your daily intake while remaining wonderfully indulgent. The rich, chocolatey flavor combined with a moist, dense texture creates a treat tha...",17,160,20,6,6,8,black-bean;fudgy;healthy;veggie-based;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT15M,15,25,40,Easy,12 servings,https://proteinbrownies.co/black-bean-protein-brownies.html,https://proteinbrownies.co/recipe_images/black-bean-protein-brownies.jpg,quick-snack
proteinbrownies-co-banana-protein-brownies,Banana Protein Brownies,"Naturally sweetened with ripe bananas, these protein brownies are irresistibly moist and rich, offering a decadent treat without the guilt. Packed with 15 grams of high-quality protein per serving, they make a perfect post-workout snack or a satisfying midday pick-me-up that fuels your muscles an...",15,145,18,4,3,9,banana;naturally-sweetened;moist;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT10M,10,25,35,Easy,12 servings,https://proteinbrownies.co/banana-protein-brownies.html,https://proteinbrownies.co/recipe_images/banana-protein-brownies.jpg,quick-snack
proteinbrownies-co-vegan-protein-brownies,Vegan Protein Brownies,"These irresistibly fudgy vegan protein brownies are not only a decadent treat but also a powerhouse of nutrition, boasting 18 grams of plant-based protein per serving that can help fuel your day and support muscle recovery. The rich, chocolatey flavor is perfectly complemented by a moist, velvety...",18,175,16,8,4,7,vegan;plant-based;fudgy;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT15M,15,28,43,Medium,12 servings,https://proteinbrownies.co/vegan-protein-brownies.html,https://proteinbrownies.co/recipe_images/vegan-protein-brownies.jpg,vegan
proteinbrownies-co-fudgy-protein-brownies,Fudgy Protein Brownies,"Indulge in these fudgy protein brownies, rich and decadent with 20g of muscle-loving protein per serving, making them the perfect treat to fuel your active lifestyle. Crafted to deliver a moist, melt-in-your-mouth texture with a deep chocolate flavor, each bite offers a satisfying balance of swee...",20,180,14,9,3,6,fudgy;decadent;rich;Brownies,desserts,ProteinBrownies,proteinbrownies.co,PT10M,10,25,35,Easy,12 servings,https://proteinbrownies.co/fudgy-protein-brownies.html,https://proteinbrownies.co/recipe_images/fudgy-protein-brownies.jpg,quick-snack
